X1,X2,color
0.310289382,0.072458347,c1
0.315410587,0.057680099,c1
0.293410391,0.134202556,c1
0.306469568,0.107114757,c1
0.294499212,0.141324438,c1
0.298997918,0.136440007,c1
0.323874646,0.066649259,c1
0.330491614,0.037967294,c1
0.328338235,0.064788652,c1
0.336483237,0.011312543,c1
0.338619654,0.006251423,c1
0.332276209,0.075208456,c1
0.326332438,0.104596382,c1
0.320143095,0.127746493,c1
0.314866374,0.145105033,c1
0.344881822,0.051443194,c1
0.342805982,0.073996842,c1
0.340415167,-0.092296377,c1
0.351830021,0.045104413,c1
0.324857712,0.147349706,c1
0.354760375,-0.053134493,c1
0.306104675,0.190839952,c1
0.335570597,0.137703041,c1
0.364449758,0.014281189,c1
0.364643426,0.039097416,c1
0.364107686,-0.058248763,c1
0.344603902,0.13673843,c1
0.353949753,0.116870755,c1
0.367993493,0.070837677,c1
0.372707658,0.055065474,c1
0.356958397,0.126641059,c1
0.38075496,0.002235544,c1
0.37797901,0.06034335,c1
0.364461994,0.123349314,c1
0.378830177,0.077983804,c1
0.380622351,-0.079212458,c1
0.389057095,0.036671605,c1
0.392585969,0.012520442,c1
0.387966041,-0.07308326,c1
0.395706095,-0.029357062,c1
0.39192542,0.073715581,c1
0.400602744,0.012624042,c1
0.40139976,0.033624299,c1
0.403520031,-0.032286411,c1
0.406133494,0.023514094,c1
0.393345089,-0.111406912,c1
0.409310146,0.035208341,c1
0.412702574,0.010079866,c1
0.412635492,-0.042609823,c1
0.369981141,-0.192000681,c1
0.404528387,-0.108543919,c1
0.411135608,-0.089862307,c1
0.42281868,-0.0047794,c1
0.400897264,-0.140636591,c1
0.36206706,-0.226078595,c1
0.388624924,-0.181354924,c1
0.403886298,-0.150058931,c1
0.412166026,-0.13225698,c1
0.434624604,-0.014599458,c1
0.421651948,-0.114316693,c1
0.416250606,-0.139101103,c1
0.436726565,-0.060387386,c1
0.36907934,-0.244802467,c1
0.426185017,-0.127645004,c1
0.412493155,-0.171940263,c1
0.432626548,-0.119764357,c1
0.443379888,0.082016532,c1
0.44688413,-0.073608755,c1
0.442782528,-0.10433876,c1
0.404828608,-0.211858547,c1
0.43643721,-0.141873681,c1
0.440725189,-0.134945373,c1
0.436316736,-0.154686943,c1
0.449600575,-0.118402271,c1
0.461770966,-0.069244583,c1
0.468217798,-0.025977386,c1
0.440276359,-0.167161556,c1
0.428460572,-0.200248232,c1
0.301965702,-0.366598039,c1
0.436105156,-0.193125148,c1
0.425113131,-0.220634338,c1
0.45977842,-0.141167193,c1
0.432512965,-0.214915393,c1
0.415539347,-0.250045783,c1
0.480217397,-0.080838587,c1
0.486196872,-0.052077281,c1
0.398479441,-0.286840416,c1
0.396146067,-0.293433914,c1
0.437341348,-0.231835341,c1
0.48263429,-0.118605087,c1
0.441634289,-0.232288947,c1
0.346898964,-0.361474919,c1
0.50055432,-0.049602634,c1
0.497914679,-0.084356935,c1
0.449104845,-0.235304192,c1
0.45473646,-0.228722787,c1
0.498761586,-0.111267289,c1
0.488014962,-0.158231245,c1
0.425041194,-0.290853823,c1
0.476915423,-0.199689526,c1
0.487983932,-0.176839493,c1
0.355750762,-0.380691803,c1
0.442463358,-0.278932593,c1
0.435698417,-0.292992316,c1
0.399448821,-0.343841057,c1
0.435076096,-0.301017077,c1
0.381713179,-0.369218132,c1
0.429439705,-0.315818051,c1
0.312015389,-0.434679712,c1
0.47629528,-0.248176241,c1
0.424857102,-0.331815764,c1
0.447110226,-0.30473325,c1
0.484320722,-0.245715342,c1
0.465887517,-0.282970187,c1
0.48701436,-0.249257024,c1
0.433421552,-0.337126961,c1
0.371797383,-0.406792755,c1
0.441544581,-0.333113893,c1
0.402210894,-0.38258823,c1
0.415735809,-0.370863857,c1
0.45810139,-0.320556265,c1
0.470707531,-0.305438363,c1
0.462588401,-0.32112793,c1
0.552688472,-0.117930759,c1
0.303580605,-0.479040807,c1
0.428491175,-0.374584691,c1
0.452286692,-0.348769634,c1
0.511344162,-0.258889591,c1
0.267323142,-0.509250632,c1
0.453488088,-0.357009313,c1
0.433543939,-0.384010428,c1
0.391738792,-0.429290538,c1
0.350306082,-0.466228078,c1
0.471753364,-0.346226936,c1
0.32249968,-0.490680825,c1
0.41372962,-0.419474597,c1
0.287686391,-0.516462127,c1
0.416734902,-0.422139899,c1
0.440666103,-0.400081211,c1
0.521979669,-0.290135077,c1
0.43343714,-0.413728129,c1
0.354862259,-0.485301049,c1
0.333866552,-0.502385412,c1
0.418807447,-0.436898129,c1
0.111800449,-0.596833329,c1
0.52940138,-0.301465225,c1
0.401000237,-0.461293493,c1
0.240184769,-0.564232186,c1
0.327905802,-0.52056345,c1
0.367913856,-0.49559841,c1
0.526024487,-0.326733117,c1
0.350218984,-0.513116837,c1
0.428066222,-0.452985099,c1
0.356271698,-0.513817736,c1
0.264906564,-0.56857078,c1
0.370535371,-0.50859593,c1
0.394007392,-0.49320437,c1
0.260322901,-0.577285449,c1
0.36536143,-0.519691914,c1
0.429094903,-0.471164955,c1
0.453678373,-0.45039206,c1
0.236234434,-0.596185055,c1
0.237015113,-0.598031313,c1
0.261745797,-0.58982122,c1
0.324846924,-0.559879238,c1
0.421165861,-0.494174044,c1
0.370320711,-0.535777617,c1
0.095438697,-0.646297908,c1
0.307923536,-0.578459252,c1
0.231803293,-0.615085161,c1
0.366226938,-0.548250759,c1
0.293573691,-0.592589343,c1
0.278562403,-0.602001027,c1
0.29935257,-0.594182571,c1
0.307954381,-0.592030118,c1
0.319956718,-0.587913228,c1
0.263180341,-0.61760595,c1
0.11498432,-0.663456386,c1
0.290516184,-0.609671154,c1
0.267447385,-0.62231929,c1
0.224808264,-0.641084637,c1
0.242088144,-0.636905404,c1
0.198678052,-0.653847937,c1
0.191442351,-0.658090328,c1
0.284641549,-0.625670228,c1
0.388313972,-0.569609805,c1
0.260137986,-0.640576582,c1
0.354771068,-0.595753898,c1
0.190175679,-0.668880819,c1
0.183937587,-0.672700867,c1
0.359671475,-0.599829233,c1
0.286994527,-0.640000029,c1
0.01986959,-0.703126123,c1
0.269480773,-0.651908383,c1
0.277812088,-0.650581421,c1
0.383727154,-0.596681287,c1
0.213077946,-0.678763769,c1
0.088008768,-0.707977635,c1
-0.099614505,-0.708461903,c1
0.010952312,-0.717351266,c1
0.149812005,-0.703668005,c1
0.039798411,-0.720344309,c1
0.023197231,-0.72307489,c1
0.123904846,-0.714791298,c1
0.195008037,-0.700829873,c1
-0.196350973,-0.702535841,c1
-0.04481792,-0.730088601,c1
0.311513115,-0.664028103,c1
0.322103206,-0.661186079,c1
0.051669684,-0.735662657,c1
0.287759681,-0.6811927,c1
0.217647288,-0.708820603,c1
0.109074237,-0.735442514,c1
0.322209628,-0.672263163,c1
0.081664408,-0.743020649,c1
0.237884616,-0.710745846,c1
0.347334525,-0.666419909,c1
-0.172445269,-0.733508997,c1
0.281701044,-0.701028834,c1
0.000270469,-0.757514982,c1
0.180460555,-0.737769041,c1
-0.165479375,-0.743326258,c1
0.082615534,-0.759044291,c1
-0.219353592,-0.73343153,c1
0.105677067,-0.760225257,c1
0.019039143,-0.769303519,c1
0.118935031,-0.762320925,c1
-0.122583617,-0.763772456,c1
0.292952914,-0.71809338,c1
0.141151544,-0.764635986,c1
0.154552461,-0.764085045,c1
-0.04954779,-0.779990985,c1
0.153619188,-0.768360982,c1
-0.052745359,-0.783798409,c1
-0.089977962,-0.78241842,c1
0.162571949,-0.77266138,c1
-0.027219437,-0.791115043,c1
-0.035821249,-0.792778305,c1
0.13046664,-0.784820862,c1
-0.000894132,-0.797594689,c1
-0.342922841,-0.722331505,c1
-0.015625233,-0.801450905,c1
0.089760009,-0.798578547,c1
-0.12199788,-0.796320262,c1
0.13276774,-0.79662732,c1
-0.04676171,-0.808267687,c1
-0.00991491,-0.811562683,c1
-0.248823301,-0.774645902,c1
-0.316616227,-0.751670487,c1
-0.277668619,-0.769043285,c1
-0.182646782,-0.799029849,c1
0.03888203,-0.820722778,c1
-0.322349809,-0.757948195,c1
-0.213533396,-0.797561008,c1
-0.035370523,-0.826899171,c1
-0.030022309,-0.829115942,c1
-0.113552254,-0.823874854,c1
-0.25447346,-0.793879388,c1
-0.224230694,-0.805026204,c1
0.128495015,-0.827761454,c1
-0.029466704,-0.839162165,c1
-0.063432372,-0.839289714,c1
-0.177138797,-0.824881951,c1
-0.246789283,-0.808881305,c1
-0.247803956,-0.810666809,c1
-0.173167387,-0.831866651,c1
-0.171487632,-0.834260562,c1
-0.303085995,-0.79809475,c1
-0.22770626,-0.824858714,c1
-0.16642046,-0.841415469,c1
-0.30864105,-0.802407762,c1
-0.085863625,-0.857434975,c1
-0.215354108,-0.836449475,c1
-0.490662329,-0.713261133,c1
-0.068834368,-0.86500097,c1
-0.022032914,-0.869460357,c1
-0.532316135,-0.690345015,c1
-0.203213181,-0.849787672,c1
-0.281589346,-0.829245522,c1
-0.568116197,-0.669102924,c1
-0.234053613,-0.848054077,c1
-0.216986069,-0.854648444,c1
-0.434108948,-0.769801583,c1
-0.310420431,-0.829596518,c1
-0.406657078,-0.789161232,c1
-0.297445144,-0.838590514,c1
-0.237160485,-0.85967019,c1
-0.418117895,-0.789958009,c1
-0.427466642,-0.787219683,c1
-0.183345815,-0.878874983,c1
-0.27690357,-0.856133011,c1
-0.106762552,-0.895461615,c1
-0.455320898,-0.780737527,c1
-0.435442253,-0.794282532,c1
-0.367725971,-0.830004115,c1
-0.337504995,-0.844903636,c1
-0.445839855,-0.795392474,c1
-0.355236195,-0.841955004,c1
-0.61946014,-0.674549309,c1
-0.260826894,-0.879995256,c1
-0.245195774,-0.886557425,c1
-0.755599418,-0.528076986,c1
-0.233855289,-0.893759625,c1
-0.30143745,-0.875406671,c1
-0.564212215,-0.73660084,c1
-0.570499915,-0.734281244,c1
-0.620999338,-0.694787614,c1
-0.562352263,-0.745566147,c1
-0.491830359,-0.796215309,c1
-0.457568597,-0.818683031,c1
-0.432599529,-0.834404944,c1
-0.739473461,-0.583372978,c1
-0.51464377,-0.791243276,c1
-0.639191052,-0.697241755,c1
-0.817570643,-0.479671424,c1
-0.538181392,-0.782732661,c1
-0.593637312,-0.74412069,c1
-0.659383028,-0.689314256,c1
-0.372235941,-0.880458868,c1
-0.673730793,-0.680947545,c1
-0.689394772,-0.667967774,c1
-0.440169351,-0.855306045,c1
-0.408903268,-0.872900354,c1
-0.563571354,-0.7844818,c1
-0.583849562,-0.772023018,c1
-0.372617204,-0.89551091,c1
-0.655564297,-0.717572556,c1
-0.55072864,-0.803288534,c1
-0.687885654,-0.692311668,c1
-0.574280166,-0.791580733,c1
-0.320350763,-0.926119233,c1
-0.787986416,-0.585944164,c1
-0.815905902,-0.549991326,c1
-0.6272405,-0.760729932,c1
-0.478746713,-0.864232646,c1
-0.720753777,-0.678656256,c1
-0.695522461,-0.707305237,c1
-0.713938404,-0.691595295,c1
-0.758818245,-0.645131695,c1
-0.420923551,-0.904886382,c1
-0.611421941,-0.791304752,c1
0,0,c3
-0.001718783,-0.001030452,c3
-0.002997058,-0.002661172,c3
-0.004608246,-0.003861153,c3
-0.005461533,-0.005867575,c3
-0.009491505,-0.003211313,c3
-0.009796531,-0.00697178,c3
-0.012705447,-0.005946258,c3
-0.012063827,-0.010558938,c3
-0.014397682,-0.010863087,c3
-0.015679646,-0.012480124,c3
-0.01656597,-0.014543399,c3
-0.023151589,-0.006504988,c3
-0.024720525,-0.008222396,c3
-0.01885831,-0.020772809,c3
-0.025078407,-0.016573604,c3
-0.027956689,-0.015701334,c3
-0.030502631,-0.015173247,c3
-0.033919586,-0.012274416,c3
-0.030421636,-0.022897979,c3
-0.036901732,-0.015642296,c3
-0.036052697,-0.021708991,c3
-0.038877202,-0.020792558,c3
-0.03356883,-0.031585172,c3
-0.036464648,-0.03136197,c3
-0.043037837,-0.025647118,c3
-0.045771052,-0.024896975,c3
-0.053955538,-0.004061901,c3
-0.055260686,-0.009738499,c3
-0.047808325,-0.033043313,c3
-0.051189867,-0.031528414,c3
-0.047861461,-0.039606853,c3
-0.051570431,-0.038117239,c3
-0.051945958,-0.04092791,c3
-0.061230911,-0.029888579,c3
-0.053840242,-0.044954281,c3
-0.062032902,-0.036833645,c3
-0.068781487,-0.027696154,c3
-0.065546475,-0.038766392,c3
-0.065665523,-0.042384529,c3
-0.066507499,-0.044748515,c3
-0.081334289,-0.011649476,c3
-0.084121623,-0.002803821,c3
-0.075926278,-0.040753812,c3
-0.081143072,-0.034508999,c3
-0.07491544,-0.050201337,c3
-0.090117942,-0.019409129,c3
-0.090102659,-0.027440138,c3
-0.095617668,-0.010499358,c3
-0.089765531,-0.039808051,c3
-0.10012828,-0.003801024,c3
-0.101403834,-0.012767286,c3
-0.103355347,-0.013306632,c3
-0.104405698,-0.019507166,c3
-0.103712168,-0.030896319,c3
-0.109391556,-0.01349196,c3
-0.092093628,-0.064133381,c3
-0.111022111,-0.02687436,c3
-0.114293514,-0.02114187,c3
-0.112423463,-0.036617326,c3
-0.117033659,-0.027584341,c3
-0.122233533,-0.001636595,c3
-0.120412462,-0.030635402,c3
-0.126108277,-0.006033034,c3
-0.127750505,-0.011381634,c3
-0.118834811,-0.053348768,c3
-0.130876923,0.01910855,c3
-0.120125671,-0.059982191,c3
-0.132423211,0.032160532,c3
-0.12555306,-0.057938193,c3
-0.138969278,-0.019135718,c3
-0.142254321,-0.002933752,c3
-0.142385403,0.02335788,c3
-0.145789463,-0.012122418,c3
-0.135080632,-0.061197241,c3
-0.150118792,0.007390466,c3
-0.149619181,-0.028474454,c3
-0.153034074,0.019791959,c3
-0.15231062,0.035144159,c3
-0.154955592,0.032448743,c3
-0.150848103,-0.054291415,c3
-0.161226716,-0.018847753,c3
-0.163495042,0.016531152,c3
-0.165952522,-0.011239041,c3
-0.166283727,-0.02620988,c3
-0.170315997,0.002899787,c3
-0.168091574,-0.038051474,c3
-0.174301618,0.004051463,c3
-0.1729231,-0.034610375,c3
-0.170639781,0.05189588,c3
-0.17825834,0.027458222,c3
-0.182340676,-0.002961834,c3
-0.181455403,0.032646104,c3
-0.182478372,-0.037900447,c3
-0.187968437,-0.012396289,c3
-0.190189619,0.008528962,c3
-0.189806883,-0.031388643,c3
-0.192320005,-0.028284491,c3
-0.188881963,0.053793404,c3
-0.180899867,0.081464875,c3
-0.199494764,0.019034712,c3
-0.200900413,0.024631907,c3
-0.201694965,0.033197978,c3
-0.206123382,0.010927312,c3
-0.204088131,0.042256497,c3
-0.199787448,0.066044728,c3
-0.206251196,0.050840544,c3
-0.207840748,-0.052744274,c3
-0.209493823,0.054364726,c3
-0.21754347,0.019735913,c3
-0.219736262,0.017611291,c3
-0.222209532,-0.01022999,c3
-0.224362463,0.006228406,c3
-0.208171483,0.089137828,c3
-0.228053049,-0.013578227,c3
-0.218949291,0.071926659,c3
-0.222965133,0.065776081,c3
-0.215930475,0.091376763,c3
-0.235687388,-0.019259011,c3
-0.233261564,0.049601413,c3
-0.238726491,0.028995785,c3
-0.240897831,0.027698295,c3
-0.201028889,0.139148289,c3
-0.212657146,0.12464241,c3
-0.243973921,0.047196208,c3
-0.233695822,0.090205404,c3
-0.234231272,0.094310612,c3
-0.244622749,0.070246359,c3
-0.249467583,0.059706426,c3
-0.253694017,0.049703147,c3
-0.2434436,0.09277083,c3
-0.258754827,0.044332172,c3
-0.229730538,0.131146874,c3
-0.253602106,0.082011264,c3
-0.2531337,0.089640896,c3
-0.256691711,0.085450819,c3
-0.267257832,0.053423568,c3
-0.234720097,0.142420796,c3
-0.261088161,0.091184389,c3
-0.239315934,0.142555075,c3
-0.264386085,0.09388579,c3
-0.245870724,0.139250278,c3
-0.238184073,0.155717507,c3
-0.286567622,-0.001779402,c3
-0.287715577,-0.022282746,c3
-0.248473241,0.150660083,c3
-0.28976423,0.040531135,c3
-0.285866657,0.07115503,c3
-0.285504865,0.080339841,c3
-0.29848966,0.008012932,c3
-0.209306358,0.215758966,c3
-0.291789145,0.080181098,c3
-0.260676212,0.157590254,c3
-0.232152303,0.200292234,c3
-0.302164344,0.062779825,c3
-0.281611912,0.131073595,c3
-0.27430308,0.149974556,c3
-0.261726116,0.174616753,c3
-0.202598944,0.243331653,c3
-0.24866151,0.199241477,c3
-0.289835139,0.137136517,c3
-0.204091325,0.249893406,c3
-0.258812842,0.195992551,c3
-0.285964801,0.157881333,c3
-0.189550747,0.268488631,c3
-0.260427961,0.203750307,c3
-0.315162553,0.106483743,c3
-0.181821091,0.280970919,c3
-0.18908125,0.278562782,c3
-0.256176854,0.221530517,c3
-0.25665692,0.224033516,c3
-0.221031921,0.261874308,c3
-0.212610189,0.271307344,c3
-0.342512745,0.053677967,c3
-0.299179067,0.179113815,c3
-0.231118037,0.263772491,c3
-0.208942123,0.284155408,c3
-0.275594635,0.223307789,c3
-0.313136134,0.170851487,c3
-0.19013885,0.304179907,c3
-0.28165697,0.225364839,c3
-0.312751169,0.18372931,c3
-0.257535938,0.258268889,c3
-0.240686054,0.27670139,c3
-0.172093892,0.326115037,c3
-0.342756113,0.141306385,c3
-0.189202358,0.321156767,c3
-0.233755609,0.292908692,c3
-0.274494345,0.258062123,c3
-0.231929646,0.299442639,c3
-0.247523188,0.289329585,c3
-0.249008329,0.29069624,c3
-0.203613223,0.326480097,c3
-0.146145102,0.358099687,c3
-0.265862538,0.283663706,c3
-0.197301095,0.337316629,c3
-0.211838251,0.330764358,c3
-0.28862029,0.269364326,c3
-0.297677264,0.262361197,c3
-0.138877864,0.373834804,c3
-0.067982579,0.394994043,c3
-0.253201584,0.313275148,c3
-0.271528794,0.300238142,c3
-0.348434719,0.209977556,c3
-0.047931682,0.405998045,c3
-0.254194042,0.322737992,c3
-0.236877549,0.338103601,c3
-0.234497502,0.342190835,c3
-0.222868228,0.352249995,c3
-0.127884098,0.398836628,c3
-0.12796045,0.400916258,c3
-0.184281462,0.380576959,c3
-0.121696865,0.407046853,c3
-0.206532199,0.37356196,c3
-0.303084696,0.303411613,c3
-0.201670009,0.380750617,c3
-0.342908885,0.26417085,c3
-0.239513936,0.362966617,c3
-0.189676963,0.393549642,c3
-0.260610561,0.353122953,c3
-0.195938813,0.394948998,c3
-0.042307764,0.440860363,c3
-0.340647478,0.286157669,c3
-0.251539178,0.369380697,c3
-0.25486583,0.369530296,c3
-0.118978844,0.434921224,c3
-0.204287037,0.404215884,c3
-0.201543062,0.407827584,c3
-0.325048503,0.321113245,c3
-0.129041101,0.44040206,c3
-0.246658575,0.389369353,c3
-0.291637122,0.359510964,c3
-0.137591044,0.444104131,c3
-0.198770966,0.422513124,c3
-0.288850245,0.369416117,c3
-0.154606908,0.444840378,c3
-0.120345162,0.457378244,c3
-0.164443634,0.445573449,c3
-0.145479339,0.454225486,c3
-0.203116565,0.433756091,c3
-0.247462618,0.412415597,c3
-0.007767928,0.482903459,c3
-0.099723859,0.474606147,c3
-0.22315916,0.432832087,c3
-0.147702862,0.466136574,c3
-0.039357177,0.489401984,c3
-0.17681495,0.46018653,c3
-0.152724529,0.470839992,c3
-0.110627014,0.484525219,c3
-0.179912791,0.465435696,c3
-0.299703503,0.40147331,c3
-0.219615548,0.452530727,c3
-0.026418246,0.504318547,c3
-0.221129027,0.456251222,c3
-0.089474857,0.501092418,c3
-0.054016526,0.508159172,c3
-0.009224121,0.512943121,c3
-0.136755025,0.496542069,c3
-0.073250277,0.511818937,c3
-0.253383636,0.452987039,c3
-0.110689135,0.509149064,c3
-0.12961274,0.506732427,c3
-0.169377543,0.496979734,c3
-0.117149266,0.513869714,c3
-0.101237998,0.519281579,c3
-0.122517017,0.516736451,c3
-0.333328638,0.415994616,c3
0.148006127,0.514192806,c3
0.001194239,0.537072821,c3
-0.085012841,0.532332674,c3
0.084815588,0.534393324,c3
-0.052680735,0.540525051,c3
-0.021970626,0.544647222,c3
-0.002165348,0.547089903,c3
-0.132913892,0.532768924,c3
-0.050599484,0.548774391,c3
-0.191972455,0.518722526,c3
-0.050276781,0.552828728,c3
-0.09194657,0.549474378,c3
-0.081947742,0.553080256,c3
0.055978203,0.558323037,c3
-0.044863075,0.561336335,c3
-0.154302591,0.543656989,c3
-0.038033518,0.565857517,c3
0.253120364,0.509753332,c3
-0.088150237,0.56429872,c3
0.014567702,0.572961128,c3
-0.142554317,0.557203854,c3
0.062281632,0.573784014,c3
0.043014032,0.577558784,c3
0.079459444,0.57570465,c3
0.032288689,0.582271768,c3
0.012292155,0.585041221,c3
0.040486065,0.585776915,c3
0.274359801,0.521399881,c3
-0.243666563,0.538630852,c3
0.102883168,0.584196137,c3
-0.055605095,0.592587262,c3
0.047044407,0.595338527,c3
-0.060936243,0.596091849,c3
0.218303313,0.560167827,c3
0.145650225,0.585358,c3
0.118495979,0.59349672,c3
0.191035552,0.57638076,c3
0.073503149,0.604768047,c3
0.180400321,0.583993665,c3
0.329179311,0.517385411,c3
0.09442017,0.607941898,c3
0.227097168,0.573938382,c3
-0.026211947,0.618683461,c3
0.295590486,0.546414211,c3
0.127170943,0.6101342,c3
0.220253199,0.585172383,c3
0.039782439,0.625991675,c3
-0.135107455,0.614582994,c3
0.010506725,0.631175082,c3
0.118545316,0.622071949,c3
0.04159312,0.633907464,c3
0.248212229,0.586949351,c3
0.180722723,0.613201738,c3
0.096203483,0.634025408,c3
0.148087794,0.626009281,c3
0.162158522,0.624583499,c3
0.219547889,0.60892447,c3
0.093760287,0.642493328,c3
0.489572852,0.429550354,c3
0.170030033,0.630792612,c3
0.199256214,0.624282766,c3
0.329310698,0.568873436,c3
0.37867442,0.539728403,c3
0.274690819,0.601575095,c3
0.230595638,0.621954903,c3
0.238053415,0.621285329,c3
0.458464875,0.484918054,c3
0.161417841,0.649583363,c3
0.220171601,0.634212478,c3
0.198989007,0.643272217,c3
0.197908098,0.645701909,c3
0.509219139,0.446660129,c3
0.288326926,0.615138887,c3
0.181093013,0.656856517,c3
0.252905958,0.63484539,c3
0.181111201,0.661008159,c3
0.485662415,0.486431974,c3
0.314940457,0.613233707,c3
0.262561157,0.639587185,c3
0.127968381,0.681475833,c3
0.351154294,0.600215795,c3
0.231430427,0.65787495,c3
0.345419523,0.608148034,c3
0.281949651,0.642238499,c3
0.434338573,0.553291198,c3
0.237763862,0.664133099,c3
0.461193926,0.536410201,c3
0.359422087,0.611629668,c3
0.292902982,0.648328858,c3
0.500882192,0.508030418,c3
0.500492412,0.511222715,c3
0.467582077,0.544132147,c3
0.304530745,0.651807736,c3
0.411371649,0.592666183,c3
0.482698221,0.538867178,c3
0.374832525,0.621111576,c3
0.420032442,0.59393888,c3
0.625870042,0.374695881,c3
0.447456852,0.578636654,c3
0.490000321,0.545777819,c3
0.345415398,0.64931172,c3
0.446953311,0.586602113,c3
0.398590766,0.622859961,c3
0.439358682,0.597294682,c3
0.587966624,0.455047393,c3
0.475493759,0.574162424,c3
0.3680448,0.65060878,c3
0.416381801,0.623197355,c3
0.526659388,0.536084561,c3
0.555280649,0.509348821,c3
0.57069429,0.495080732,c3
0.494804983,0.573582644,c3
0.470581661,0.596172852,c3
